distancia_ejes_mm,holgura_guia_mm,masa_cuerpo_g,cumple,num_fallos
190.0893,0.4546,51.8044,1,0
190.1531,0.3899,51.8285,1,0
189.9381,0.4146,50.8654,1,0
190.0018,0.511,50.814,1,0
189.9339,0.4312,52.9415,1,0
190.2478,0.2343,50.9676,1,0
190.0711,0.4516,51.1308,1,0
190.1375,0.4528,52.0157,1,0
189.9641,0.3456,51.9061,1,0
189.9718,0.4087,50.5008,1,0
190.0426,0.4237,51.1302,1,0
190.0108,0.5558,51.6219,1,0
189.7512,0.4228,51.5282,1,0
190.0852,0.4689,51.6035,1,0
189.9848,0.4605,51.8377,1,0
190.0117,0.5268,51.8851,1,0
190.0181,0.5411,50.2461,1,0
189.891,0.4586,51.9019,1,0
190.0312,0.4971,51.3675,1,0
189.8358,0.5512,51.3098,1,0
190.1014,0.4225,50.9584,1,0
190.0598,0.4374,51.6495,1,0
189.8149,0.4105,51.5768,1,0
189.9428,0.3674,50.8104,1,0
189.7528,0.3761,52.0625,1,0
189.7524,0.2797,51.4895,1,0
190.1365,0.5261,51.324,1,0
190.1581,0.4208,50.9977,1,0
189.7491,0.3639,51.4618,1,0
189.8836,0.5193,50.7596,1,0
190.025,0.4311,50.4608,1,0
189.8979,0.4357,50.8793,1,0
189.8688,0.5276,50.8792,1,0
189.9981,0.4641,50.7731,1,0
190.0931,0.5072,50.8453,1,0
189.7686,0.4553,51.4683,1,0
190.0444,0.4974,51.8788,1,0
189.7793,0.3767,51.2631,1,0
190.0092,0.5113,51.2231,1,0
189.9433,0.4888,51.5676,1,0
190.2445,0.3761,50.9522,1,0
189.8255,0.4076,51.0877,1,0
189.9862,0.3928,51.8442,1,0
189.9123,0.4747,51.9447,1,0
190.0099,0.4512,51.5873,1,0
189.967,0.6396,51.1563,1,0
190.2511,0.4802,51.6832,1,0
190.1412,0.4158,51.2453,1,0
190.0224,0.4464,51.5018,1,0
189.8842,0.4737,50.803,1,0
189.7379,0.3528,51.0029,1,0
190.1656,0.4267,51.6078,1,0
189.8745,0.3457,50.5249,1,0
189.97,0.3063,51.5112,1,0
190.0544,0.4457,50.8185,1,0
189.9882,0.2823,52.0054,1,0
190.0411,0.5428,51.3626,1,0
190.1211,0.3753,50.8479,1,0
190.0693,0.4825,51.5438,1,0
190.0781,0.4345,50.9236,1,0
189.9914,0.4825,50.2277,1,0
189.9631,0.4683,51.0151,1,0
189.8764,0.4534,51.2335,1,0
190.5967,0.529,51.2869,1,0
189.9297,0.5305,49.8755,0,1
190.0707,0.5323,51.6066,1,0
190.3632,0.4809,51.0211,1,0
189.8177,0.4292,50.8265,1,0
189.7552,0.3297,50.6343,1,0
189.8201,0.4666,50.5113,1,0
190.1602,0.4837,51.3604,1,0
190.1801,0.4005,50.5611,1,0
189.9342,0.5466,51.9496,1,0
190.1262,0.4954,50.9097,1,0
190.0935,0.4064,50.8423,1,0
190.1762,0.5151,50.4011,1,0
189.6576,0.3667,50.7265,1,0
190.0822,0.434,50.8785,1,0
189.7226,0.3875,52.1164,1,0
189.8985,0.4024,51.8095,1,0
190.1567,0.3778,51.9217,1,0
189.9434,0.5333,51.9061,1,0
190.1325,0.3801,50.8694,1,0
189.9823,0.5204,51.2359,1,0
190.1884,0.3171,51.2937,1,0
190.0262,0.4217,51.8641,1,0
190.1119,0.4712,51.3107,1,0
189.9082,0.531,51.7043,1,0
189.9933,0.3591,51.2281,1,0
189.9723,0.4876,51.056,1,0
189.8989,0.6531,50.7969,1,0
189.6513,0.4307,50.826,1,0
189.8251,0.3803,52.0007,1,0
190.2841,0.5095,50.4103,1,0
189.9728,0.5668,51.6076,1,0
190.3079,0.4445,51.4828,1,0
189.7466,0.4744,51.319,1,0
190.0731,0.3439,51.7267,1,0
190.0636,0.5285,51.0412,1,0
189.9436,0.5099,51.2037,1,0
190.3734,0.4366,51.0206,1,0
189.8785,0.417,50.4426,1,0
190.2128,0.5331,50.7831,1,0
189.8275,0.3497,51.468,1,0
189.8661,0.5729,50.4328,1,0
189.9538,0.4439,51.5062,1,0
190.1833,0.4625,52.0795,1,0
189.8329,0.4913,51.7901,1,0
189.8553,0.434,50.4022,1,0
189.9355,0.5606,51.3693,1,0
189.9084,0.4986,50.7475,1,0
189.7117,0.4534,51.1236,1,0
189.9218,0.3019,51.0234,1,0
189.9601,0.4705,51.1844,1,0
190.0724,0.5181,50.7971,1,0
189.9728,0.4915,50.0664,1,0
190.1033,0.3242,50.1334,1,0
190.0046,0.4868,50.3245,1,0
189.8511,0.4142,51.2881,1,0
189.9782,0.4965,50.122,1,0
190.0718,0.4225,51.5956,1,0
189.8682,0.472,50.7424,1,0
189.9465,0.3719,51.6379,1,0
190.1845,0.4836,50.9398,1,0
189.9898,0.4566,50.8852,1,0
189.9783,0.4779,51.6313,1,0
189.8529,0.5245,51.2302,1,0
189.6791,0.504,51.882,1,0
190.1567,0.4501,51.7328,1,0
189.8997,0.3948,50.9219,1,0
190.146,0.4523,51.1547,1,0
189.8707,0.5004,51.8995,1,0
190.1099,0.5297,50.9316,1,0
189.7306,0.4554,51.458,1,0
190.0902,0.3471,52.3708,1,0
190.1736,0.4593,51.3315,1,0
189.746,0.4203,50.3267,1,0
190.0432,0.5142,51.1279,1,0
190.1807,0.4401,50.7865,1,0
190.055,0.5089,51.2366,1,0
190.2158,0.4511,50.6714,1,0
189.8449,0.5081,51.4037,1,0
190.0458,0.3305,51.9546,1,0
190.202,0.4962,51.3227,1,0
189.8412,0.4426,51.6192,1,0
189.8334,0.3539,51.108,1,0
189.7971,0.3548,50.897,1,0
189.7453,0.6349,51.1267,1,0
190.0511,0.4402,50.748,1,0
190.0254,0.4772,51.3282,1,0
189.7062,0.4575,50.9688,1,0
190.0483,0.4615,51.5449,1,0
189.9894,0.4174,50.5672,1,0
190.1211,0.5511,50.9143,1,0
189.9524,0.4226,51.0978,1,0
190.2577,0.4059,51.2842,1,0
190.1022,0.3578,50.8247,1,0
189.9464,0.3981,51.5245,1,0
189.8925,0.5257,51.2651,1,0
190.0412,0.4778,50.7671,1,0
189.9535,0.5096,51.2442,1,0
189.9278,0.4509,50.9155,1,0
189.9436,0.3361,51.4105,1,0
190.2107,0.4163,50.8406,1,0
190.0206,0.4467,51.6245,1,0
189.9482,0.4315,51.6267,1,0
190.0354,0.5378,50.2482,1,0
190.4678,0.3689,51.5759,1,0
189.8307,0.5316,51.5612,1,0
190.2594,0.5815,51.6507,1,0
190.0227,0.5739,51.6368,1,0
190.0533,0.4875,51.6545,1,0
189.8341,0.4904,50.8539,1,0
189.7592,0.5528,51.4456,1,0
189.7668,0.3624,51.1454,1,0
189.9889,0.5404,51.089,1,0
190.2176,0.4471,51.0469,1,0
189.8994,0.4969,51.9662,1,0
190.0018,0.4699,51.3304,1,0
190.1486,0.5431,51.1411,1,0
190.1583,0.4229,52.1902,1,0
189.9611,0.4902,50.6827,1,0
189.8735,0.4166,51.002,1,0
190.0464,0.5351,51.2772,1,0
189.9743,0.4144,50.8133,1,0
189.9861,0.4385,52.3836,1,0
190.0051,0.5035,52.0653,1,0
190.1053,0.3707,50.5478,1,0
190.1142,0.4734,50.9791,1,0
190.0217,0.435,50.7019,1,0
190.0449,0.4807,51.145,1,0
189.9233,0.3706,50.7824,1,0
190.0141,0.3897,50.907,1,0
189.9925,0.5332,50.5262,1,0
190.0025,0.4167,50.913,1,0
190.1465,0.469,50.7702,1,0
189.9559,0.4987,51.6099,1,0
190.235,0.5758,50.5735,1,0
189.9384,0.4683,50.996,1,0
190.2094,0.4793,52.325,1,0
189.7789,0.3572,51.0392,1,0
190.0017,0.4298,50.9939,1,0
190.0673,0.4653,51.4746,1,0
189.8325,0.461,51.2976,1,0
190.1307,0.5299,51.7256,1,0
189.7962,0.554,51.3893,1,0
189.8361,0.4686,51.873,1,0
189.895,0.4923,51.2731,1,0
190.0192,0.3006,51.3856,1,0
190.2339,0.425,51.1971,1,0
189.9573,0.4644,51.6791,1,0
190.2702,0.5694,51.5145,1,0
190.2351,0.4149,51.6309,1,0
190.131,0.4165,50.7585,1,0
190.127,0.4024,51.0399,1,0
190.0908,0.4775,51.3051,1,0
190.1144,0.4299,50.6098,1,0
189.9835,0.3413,50.2102,1,0
190.0078,0.4135,50.9457,1,0
190.17,0.341,50.2765,1,0
189.6478,0.4953,51.4998,1,0
190.0359,0.446,51.2242,1,0
190.0025,0.4133,51.3507,1,0
189.7853,0.39,51.5513,1,0
189.9979,0.4022,51.774,1,0
189.9856,0.5575,51.7514,1,0
190.171,0.3411,51.0128,1,0
190.2156,0.5396,50.7798,1,0
190.0508,0.4882,51.3488,1,0
190.0617,0.3958,51.4971,1,0
189.8534,0.2608,51.1628,1,0
190.0394,0.4235,52.1733,1,0
190.3461,0.4749,51.5924,1,0
190.055,0.4732,51.1765,1,0
190.205,0.4612,51.4086,1,0
189.6016,0.4666,51.278,1,0
190.2005,0.4385,50.526,1,0
189.9014,0.3322,50.2763,1,0
190.0049,0.3759,50.8683,1,0
190.2191,0.6385,52.3236,1,0
190.1544,0.5156,51.0774,1,0
189.9775,0.4089,51.2892,1,0
189.8143,0.4464,51.1589,1,0
190.2444,0.4979,51.6394,1,0
189.7985,0.4656,51.6627,1,0
189.6453,0.6401,51.643,1,0
190.0836,0.4873,50.8259,1,0
190.2622,0.5235,51.6164,1,0
189.8417,0.3041,51.7093,1,0
189.9665,0.3945,51.5581,1,0
189.828,0.4651,51.3842,1,0
189.7662,0.3402,50.7406,1,0
189.8892,0.5434,51.6403,1,0
189.9753,0.4508,51.236,1,0
190.3791,0.4989,50.9788,1,0
189.9275,0.3421,51.2628,1,0
189.8019,0.4886,50.6008,1,0
189.7433,0.4768,50.9908,1,0
189.9613,0.4776,50.4176,1,0
189.9151,0.3804,51.7986,1,0
190.2956,0.4863,50.8731,1,0
190.2169,0.4672,51.394,1,0
189.7097,0.4697,50.1873,1,0
190.1713,0.3951,51.6263,1,0
189.9817,0.4624,50.7633,1,0
189.8271,0.3881,51.3126,1,0
189.9998,0.4323,51.6545,1,0
190.1781,0.5336,51.4878,1,0
189.9981,0.4326,51.3247,1,0
189.8775,0.2519,51.28,1,0
189.8915,0.4931,50.7919,1,0
189.8639,0.4586,50.5941,1,0
189.8315,0.4485,50.1589,1,0
189.7809,0.4899,51.9148,1,0
190.0779,0.3223,51.0597,1,0
189.7692,0.4075,51.4107,1,0
189.7673,0.3922,50.8381,1,0
189.8337,0.4504,51.2088,1,0
190.0284,0.4382,50.6088,1,0
189.8265,0.4759,50.0183,1,0
189.8129,0.4856,50.7559,1,0
189.9576,0.3606,50.803,1,0
190.3135,0.4711,51.3926,1,0
189.8294,0.2936,50.7325,1,0
189.6783,0.4969,51.1569,1,0
189.9185,0.4883,51.6276,1,0
190.0957,0.4524,52.0346,1,0
189.89,0.429,51.416,1,0
189.9623,0.4161,51.8195,1,0
190.2028,0.3698,50.9165,1,0
190.2244,0.5556,51.6432,1,0
189.8138,0.5487,51.2934,1,0
189.8931,0.5441,51.3242,1,0
189.9556,0.5904,51.3133,1,0
189.8834,0.4965,51.1172,1,0
189.8504,0.3988,51.4513,1,0
190.2514,0.5456,51.6969,1,0
189.6038,0.4573,50.7282,1,0
190.1523,0.4033,51.6899,1,0
189.7814,0.4791,50.9131,1,0
189.9593,0.3787,50.4742,1,0
189.7795,0.6214,51.401,1,0
189.6548,0.5221,51.4682,1,0
189.6841,0.4301,51.084,1,0
190.0668,0.4977,51.629,1,0
189.9023,0.4166,51.2425,1,0
189.9036,0.427,52.0331,1,0
189.9612,0.4627,51.7177,1,0
189.8128,0.4494,51.9632,1,0
190.0555,0.4559,51.02,1,0
190.1954,0.4119,51.1077,1,0
190.0394,0.4543,51.2659,1,0
190.2556,0.4687,51.0555,1,0
189.8148,0.4237,51.0995,1,0
190.1814,0.5421,51.0948,1,0
190.0399,0.4377,51.8554,1,0
190.1563,0.386,51.5302,1,0
189.9815,0.4024,51.1653,1,0
190.1373,0.4496,52.0759,1,0
190.1166,0.4794,50.6783,1,0
190.0546,0.3688,51.3363,1,0
189.8185,0.4393,52.4693,1,0
189.8145,0.5085,50.7892,1,0
190.0631,0.4013,51.0185,1,0
190.1057,0.4677,51.5155,1,0
189.9246,0.4882,51.312,1,0
189.7768,0.5381,49.9941,0,1
189.9015,0.5611,51.2085,1,0
189.9608,0.4235,51.4145,1,0
190.1743,0.3474,51.7462,1,0
189.9295,0.4301,50.7745,1,0
190.0511,0.3668,50.9369,1,0
189.9473,0.5531,51.7556,1,0
190.0379,0.4162,51.2382,1,0
189.9644,0.4392,50.7404,1,0
189.9925,0.4689,51.6094,1,0
190.1268,0.4606,51.2683,1,0
189.8176,0.4895,50.2143,1,0
189.9072,0.434,50.8177,1,0
189.7388,0.3758,51.023,1,0
190.1337,0.6367,50.9806,1,0
190.0285,0.5743,51.6682,1,0
190.056,0.4332,51.2193,1,0
189.9355,0.4551,51.2339,1,0
189.7747,0.5263,51.4193,1,0
189.8691,0.55,51.3885,1,0
190.0434,0.4585,51.5396,1,0
190.227,0.389,51.5696,1,0
190.0487,0.5029,50.4472,1,0
190.0443,0.3654,51.2644,1,0
189.9526,0.4875,50.7777,1,0
190.1267,0.4135,50.8249,1,0
190.0354,0.3899,51.4366,1,0
189.9877,0.5383,50.9221,1,0
189.8572,0.5321,51.0164,1,0
189.9301,0.4339,51.3597,1,0
189.87,0.4109,50.3622,1,0
189.8501,0.4165,51.3217,1,0
190.0738,0.3841,51.1504,1,0
189.9895,0.5133,51.2821,1,0
190.0026,0.3368,51.6806,1,0
190.3129,0.4571,50.6662,1,0
189.8871,0.4139,51.2818,1,0
189.9299,0.2879,51.3967,1,0
189.9539,0.3837,51.7333,1,0
190.2036,0.2555,51.0187,1,0
189.8834,0.3557,51.8472,1,0
190.3021,0.3487,51.156,1,0
190.135,0.3588,50.1349,1,0
189.9173,0.4254,51.3969,1,0
190.0581,0.4426,50.8775,1,0
189.9117,0.3186,50.8657,1,0
190.3456,0.5193,50.6069,1,0
189.8955,0.4398,50.567,1,0
190.1225,0.6276,50.4557,1,0
190.0475,0.5004,51.5958,1,0
189.7102,0.4773,51.6914,1,0
189.9215,0.5448,51.2808,1,0
190.1363,0.4296,50.5078,1,0
190.3196,0.5106,51.0798,1,0
190.0254,0.5236,50.7005,1,0
189.7974,0.3163,50.9063,1,0
189.8841,0.2819,51.402,1,0
189.9758,0.4683,51.5496,1,0
189.897,0.5415,51.1045,1,0
189.8496,0.3932,50.5732,1,0
190.2672,0.4399,51.7252,1,0
190.04,0.3693,50.911,1,0
189.946,0.5502,51.2397,1,0
189.8388,0.4287,51.0778,1,0
190.1577,0.4383,51.9118,1,0
189.8875,0.5083,51.4565,1,0
189.7625,0.4416,51.8902,1,0
189.9412,0.4409,51.0139,1,0
190.1418,0.588,51.4033,1,0
190.2073,0.2864,50.516,1,0
189.9548,0.2821,50.7462,1,0
190.1978,0.3704,50.5147,1,0
190.1503,0.3914,50.6134,1,0
190.3243,0.3808,50.8433,1,0
190.0524,0.3826,51.5543,1,0
190.0822,0.4234,51.5927,1,0
189.9523,0.334,51.5442,1,0
190.1169,0.5549,51.3533,1,0
190.0495,0.522,51.2418,1,0
190.1658,0.517,50.9468,1,0
190.0871,0.5248,50.649,1,0
189.9028,0.3579,50.5044,1,0
190.0033,0.4153,51.0474,1,0
190.2862,0.4952,51.5845,1,0
189.7781,0.4586,50.9109,1,0
189.7492,0.4597,51.1288,1,0
189.836,0.4333,51.1982,1,0
189.9842,0.4514,50.7729,1,0
189.9566,0.4185,50.5897,1,0
190.0698,0.4084,51.1308,1,0
189.8409,0.4569,51.5141,1,0
190.0474,0.5559,50.8154,1,0
190.0428,0.422,51.4544,1,0
190.0623,0.385,51.6946,1,0
189.9959,0.4477,52.0985,1,0
189.7925,0.4231,51.2491,1,0
190.058,0.3277,50.9632,1,0
190.0816,0.4956,51.8007,1,0
190.035,0.4781,51.1218,1,0
190.2003,0.334,51.3713,1,0
189.7678,0.5239,51.5763,1,0
190.0943,0.5104,50.6623,1,0
189.958,0.3863,52.171,1,0
189.704,0.3346,51.1724,1,0
190.0165,0.4255,50.3785,1,0
189.9015,0.4002,50.8857,1,0
189.8862,0.4842,51.2788,1,0
190.1826,0.3735,51.3062,1,0
189.8983,0.4709,51.3321,1,0
190.1595,0.4923,51.1758,1,0
189.9093,0.5634,50.7659,1,0
190.0507,0.5414,51.5401,1,0
189.8598,0.471,51.686,1,0
189.9729,0.3398,52.1078,1,0
190.0537,0.4553,50.6761,1,0
189.8959,0.4447,51.3022,1,0
189.7121,0.4426,51.3324,1,0
189.8497,0.44,51.5977,1,0
189.7405,0.4131,52.151,1,0
189.8283,0.446,50.5126,1,0
190.0613,0.3678,51.8855,1,0
190.0173,0.4167,50.9959,1,0
190.1864,0.5697,51.1258,1,0
190.4567,0.4091,50.771,1,0
190.0849,0.4234,51.7713,1,0
190.1162,0.3906,51.264,1,0
189.9219,0.4282,51.9327,1,0
189.5857,0.4262,51.7799,1,0
190.0503,0.5469,51.8538,1,0
189.75,0.5111,51.658,1,0
189.9735,0.2595,52.152,1,0
189.7672,0.5104,51.5273,1,0
189.8597,0.3183,50.5146,1,0
190.1076,0.4532,50.6871,1,0
189.8677,0.3394,51.0641,1,0
190.2096,0.4562,51.3975,1,0
189.8372,0.5275,49.7279,0,1
190.0052,0.5789,50.723,1,0
189.9092,0.4598,50.9207,1,0
190.1319,0.4384,51.4218,1,0
189.9199,0.4524,51.3679,1,0
190.1083,0.4494,51.3812,1,0
190.1791,0.4834,51.5793,1,0
189.7292,0.5451,50.8573,1,0
189.8597,0.394,50.9486,1,0
189.7307,0.4263,51.1332,1,0
190.2913,0.4635,50.8285,1,0
190.126,0.5205,51.6072,1,0
190.1065,0.5193,51.7089,1,0
190.203,0.4347,51.8687,1,0
190.0929,0.421,50.6528,1,0
190.1207,0.482,51.1438,1,0
189.7304,0.4059,51.3644,1,0
190.0433,0.403,50.2224,1,0
190.0382,0.3861,50.4167,1,0
190.1298,0.4779,50.5233,1,0
190.1208,0.3694,50.5714,1,0
189.9534,0.4358,51.401,1,0
190.2033,0.392,51.0305,1,0
189.7965,0.4149,50.6419,1,0
189.9378,0.5851,51.4107,1,0
189.9727,0.5031,51.0511,1,0
190.3323,0.5393,52.2832,1,0
190.1222,0.4993,51.4488,1,0
190.248,0.3906,52.3334,1,0
190.1395,0.4953,51.5801,1,0
189.9067,0.3705,51.2702,1,0
189.8537,0.4418,51.2444,1,0
189.9059,0.4717,51.5779,1,0
189.9787,0.4702,51.2364,1,0
189.8912,0.5734,51.5774,1,0
189.7961,0.4763,50.8979,1,0
189.9833,0.4366,51.5789,1,0
190.0433,0.4783,50.2834,1,0
190.192,0.4047,51.8639,1,0
190.0647,0.4017,51.1287,1,0
189.8344,0.5042,50.2733,1,0
190.3757,0.5035,50.5895,1,0
190.1242,0.4741,51.2284,1,0
189.8884,0.3908,50.9506,1,0
190.1049,0.548,51.3726,1,0
190.0281,0.5119,51.8717,1,0
189.9341,0.4095,51.5466,1,0
190.0861,0.4679,52.4677,1,0
190.0495,0.4911,51.2397,1,0
190.1525,0.3532,51.5293,1,0
190.1615,0.4851,51.1389,1,0
189.9098,0.4372,51.2501,1,0
189.856,0.6648,51.6126,1,0
189.8646,0.5709,51.9644,1,0
190.1532,0.4472,51.3168,1,0
190.0997,0.5387,51.4757,1,0
190.035,0.312,51.3019,1,0
190.4146,0.3858,51.1442,1,0
189.8846,0.4159,51.3132,1,0
189.8467,0.4486,51.5089,1,0
190.1236,0.3889,51.6181,1,0
189.8535,0.4891,51.2907,1,0
189.916,0.491,50.9803,1,0
190.0542,0.5109,50.8929,1,0
189.9655,0.4889,51.066,1,0
189.9091,0.4585,51.252,1,0
190.099,0.5146,51.648,1,0
189.8109,0.4393,50.156,1,0
190.2436,0.4264,51.577,1,0
189.9489,0.3597,51.8932,1,0
189.6305,0.5572,52.0772,1,0
190.0647,0.5269,50.8506,1,0
190.0559,0.3557,51.044,1,0
190.0726,0.3866,50.7876,1,0
189.7533,0.4774,51.1344,1,0
189.8978,0.3123,50.4772,1,0
190.1688,0.4384,51.3834,1,0
189.8312,0.3625,50.6781,1,0
189.8102,0.4481,51.0471,1,0
190.1192,0.409,51.664,1,0
190.1847,0.408,51.8403,1,0
190.1591,0.5462,50.671,1,0
189.8664,0.5018,50.5255,1,0
189.8445,0.4229,50.9443,1,0
189.8146,0.371,51.362,1,0
190.1166,0.428,51.4321,1,0
190.076,0.4464,51.2041,1,0
189.8808,0.435,51.437,1,0
189.7873,0.4821,51.7471,1,0
190.0692,0.4583,51.4599,1,0
189.8141,0.5228,50.7509,1,0
189.878,0.3501,51.9702,1,0
190.2209,0.3958,51.6047,1,0
189.9252,0.4509,50.6271,1,0
189.862,0.3989,51.3976,1,0
189.9333,0.5316,51.4363,1,0
190.1904,0.5079,50.4114,1,0
189.7586,0.5022,51.1908,1,0
190.0279,0.3114,51.3451,1,0
190.0287,0.4567,51.2649,1,0
190.1218,0.4046,51.2867,1,0
190.0901,0.5062,50.4974,1,0
189.964,0.304,50.9783,1,0
190.1007,0.3936,51.0381,1,0
189.8091,0.4494,51.3996,1,0
189.9127,0.5046,51.148,1,0
190.5304,0.5345,51.4741,1,0
190.0579,0.3906,50.8107,1,0
190.4068,0.4022,50.2114,1,0
190.1012,0.4789,51.5546,1,0
189.891,0.4177,52.0638,1,0
189.8267,0.4109,50.563,1,0
189.9251,0.5059,52.1575,1,0
190.1456,0.424,50.9548,1,0
190.0662,0.4417,51.27,1,0
190.1589,0.3812,51.2729,1,0
189.8984,0.3775,51.3095,1,0
190.1503,0.4773,51.0333,1,0
190.0749,0.5025,50.7814,1,0
189.6932,0.3305,51.8363,1,0
189.9391,0.3173,51.0985,1,0
189.7996,0.4411,52.3077,1,0
189.9051,0.5209,50.8826,1,0
190.3005,0.3808,51.3453,1,0
190.2707,0.5236,51.8858,1,0
189.8049,0.4763,51.9594,1,0
190.2103,0.5071,51.7515,1,0
189.8639,0.4088,51.0402,1,0
190.1975,0.5161,51.498,1,0
189.9504,0.4381,51.9756,1,0
189.9214,0.4443,51.6813,1,0
189.9673,0.4019,51.3458,1,0
190.0372,0.6502,51.242,1,0
190.0866,0.2885,51.4134,1,0
189.933,0.4927,52.2488,1,0
190.0535,0.4882,52.0844,1,0
190.1545,0.5654,51.7142,1,0
190.1022,0.4906,51.7697,1,0
190.0682,0.3649,51.9265,1,0
189.9304,0.3882,50.7701,1,0
190.049,0.411,50.6858,1,0
190.126,0.4186,50.9384,1,0
189.9689,0.5599,50.7712,1,0
189.7243,0.3831,51.1617,1,0
189.6428,0.4762,51.1136,1,0
189.9195,0.3994,51.7023,1,0
190.1993,0.5545,50.9957,1,0
189.9089,0.4304,51.1952,1,0
189.8551,0.4285,51.1253,1,0
190.2708,0.3827,51.6862,1,0
190.0562,0.3656,51.1666,1,0
189.9329,0.3996,50.6154,1,0
190.2564,0.454,51.3503,1,0
189.9774,0.4343,51.0574,1,0
189.9965,0.4153,51.6386,1,0
190.4257,0.3966,51.0959,1,0
190.2305,0.3027,51.1862,1,0
189.7977,0.4155,50.9754,1,0
189.8978,0.4724,50.9352,1,0
190.1509,0.4575,52.2335,1,0
190.1283,0.3733,51.7174,1,0
190.1792,0.4271,50.3253,1,0
189.8369,0.4731,51.7488,1,0
190.0039,0.5986,51.3921,1,0
190.0273,0.3925,51.2226,1,0
189.7507,0.3455,51.9975,1,0
189.9037,0.6209,50.7548,1,0
189.9448,0.4658,50.9737,1,0
190.0115,0.3627,51.5479,1,0
189.9259,0.4575,50.9142,1,0
190.0717,0.5298,50.966,1,0
190.1791,0.4794,51.6359,1,0
190.083,0.3737,52.0027,1,0
190.0689,0.5226,50.6293,1,0
190.0669,0.3908,51.3125,1,0
189.5705,0.4835,51.3171,1,0
190.0454,0.4479,51.3867,1,0
189.6355,0.5066,50.7287,1,0
189.9008,0.4268,51.2259,1,0
189.9453,0.4594,51.1446,1,0
189.7566,0.5992,50.9529,1,0
189.7826,0.5794,51.291,1,0
190.0522,0.5432,51.5141,1,0
190.1024,0.435,51.1068,1,0
189.8831,0.4549,51.8493,1,0
190.0927,0.3706,50.8779,1,0
190.0593,0.4556,51.0269,1,0
189.9266,0.2298,51.7146,1,0
190.0248,0.4102,51.4561,1,0
189.8903,0.4363,51.2367,1,0
190.0858,0.2986,50.7343,1,0
190.1535,0.3249,51.6947,1,0
189.8704,0.4354,51.2141,1,0
189.7692,0.4189,51.9361,1,0
189.7924,0.4649,50.0734,1,0
190.0809,0.4146,51.7068,1,0
189.7746,0.4107,51.0571,1,0
190.1031,0.5378,51.8604,1,0
189.9744,0.5085,51.3501,1,0
189.9579,0.3922,51.3705,1,0
189.8525,0.3658,51.6237,1,0
190.0239,0.3033,51.3629,1,0
190.0013,0.5831,51.8797,1,0
190.1267,0.4839,51.3273,1,0
190.4384,0.3606,51.015,1,0
190.1769,0.3516,50.8036,1,0
189.8126,0.5218,51.4079,1,0
190.219,0.4129,51.5098,1,0
189.7955,0.4669,51.1175,1,0
190.0102,0.3751,51.1908,1,0
189.8292,0.4866,51.3481,1,0
190.172,0.424,51.0863,1,0
189.9939,0.4095,51.2751,1,0
189.981,0.3644,51.2747,1,0
189.9043,0.5493,51.6786,1,0
190.0745,0.3729,50.5916,1,0
189.8896,0.4691,51.094,1,0
189.7594,0.5536,50.8134,1,0
190.0254,0.4725,51.4602,1,0
189.6741,0.4831,50.8539,1,0
189.9505,0.3314,50.7851,1,0
190.2449,0.3451,50.9981,1,0
190.3115,0.3295,51.5558,1,0
189.9506,0.4041,51.546,1,0
190.1061,0.2984,51.1528,1,0
190.2803,0.3545,50.8028,1,0
189.8939,0.4433,50.8505,1,0
190.1408,0.4365,50.4484,1,0
190.0043,0.4472,50.8017,1,0
190.2445,0.512,51.0807,1,0
189.9401,0.4625,51.1008,1,0
189.5537,0.4659,50.5612,1,0
190.1173,0.504,51.0094,1,0
189.9169,0.4158,51.5568,1,0
189.8771,0.4317,50.935,1,0
189.9635,0.3885,52.0457,1,0
189.9233,0.4362,50.6091,1,0
190.0768,0.5273,51.0684,1,0
189.7173,0.408,51.1268,1,0
190.0127,0.3758,52.1119,1,0
189.9929,0.4366,51.2147,1,0
189.782,0.4293,50.7132,1,0
190.018,0.5167,51.2031,1,0
190.0508,0.4394,49.9802,0,1
189.955,0.372,50.6907,1,0
190.1977,0.4585,50.9103,1,0
190.2101,0.388,51.9586,1,0
190.0948,0.5196,51.6172,1,0
190.1624,0.457,51.6159,1,0
190.0691,0.4893,51.6094,1,0
190.0087,0.5415,51.4597,1,0
190.3735,0.3858,51.9028,1,0
189.7616,0.4591,50.7007,1,0
189.7164,0.5491,50.7698,1,0
190.0252,0.4305,51.0302,1,0
190.0038,0.5209,50.3101,1,0
190.046,0.4525,50.8706,1,0
190.0796,0.4319,50.6928,1,0
189.8787,0.5067,50.9904,1,0
190.2498,0.5597,50.9192,1,0
190.1763,0.4574,50.6715,1,0
189.8843,0.4034,51.6294,1,0
190.1438,0.4618,51.2868,1,0
190.0025,0.4666,50.7987,1,0
189.881,0.4929,50.5108,1,0
189.9042,0.4989,51.8627,1,0
189.8439,0.4752,51.338,1,0
189.9917,0.3558,51.2817,1,0
189.8273,0.3306,50.9563,1,0
189.9551,0.4713,51.5402,1,0
189.8452,0.4143,51.3754,1,0
190.2636,0.4497,51.4592,1,0
189.8527,0.5349,51.3977,1,0
190.0612,0.4874,50.2048,1,0
190.0746,0.4584,51.5662,1,0
190.1629,0.4744,51.0825,1,0
190.196,0.4269,51.6119,1,0
190.0627,0.5575,51.1171,1,0
189.9317,0.5568,51.1519,1,0
189.9448,0.4892,50.5693,1,0
189.8786,0.4835,52.0742,1,0
189.9646,0.4012,51.7946,1,0
